Gewinde,Nenndurchmesser D,Steigung P,Gewindetyp,Reihe,Flankendurchmesser d2 = D2,Kerndurchmesser d3,Spannungsquerschnitt As,Montagezugspannung Schaftschrauben µ1 = 0.08 - 10.9 (940 N/mm²),Montagezugspannung Schaftschrauben µ1 = 0.08 - 12.9 (1100 N/mm²),Montagezugspannung Schaftschrauben µ1 = 0.08 - 8.8 (640 N/mm²),Montagezugspannung Schaftschrauben µ1 = 0.08 - 8.8 (660 N/mm²),Montagezugspannung Schaftschrauben µ2 = 0.10 - 10.9 (940 N/mm²),Montagezugspannung Schaftschrauben µ2 = 0.10 - 12.9 (1100 N/mm²),Montagezugspannung Schaftschrauben µ2 = 0.10 - 8.8 (640 N/mm²),Montagezugspannung Schaftschrauben µ2 = 0.10 - 8.8 (660 N/mm²),Montagezugspannung Schaftschrauben µ3 = 0.12 - 10.9 (940 N/mm²),Montagezugspannung Schaftschrauben µ3 = 0.12 - 12.9 (1100 N/mm²),Montagezugspannung Schaftschrauben µ3 = 0.12 - 8.8 (640 N/mm²),Montagezugspannung Schaftschrauben µ3 = 0.12 - 8.8 (660 N/mm²),Montagezugspannung Schaftschrauben µ4 = 0.14 - 10.9 (940 N/mm²),Montagezugspannung Schaftschrauben µ4 = 0.14 - 12.9 (1100 N/mm²),Montagezugspannung Schaftschrauben µ4 = 0.14 - 8.8 (640 N/mm²),Montagezugspannung Schaftschrauben µ4 = 0.14 - 8.8 (660 N/mm²),Montagezugspannung Schaftschrauben µ5 = 0.16 - 10.9 (940 N/mm²),Montagezugspannung Schaftschrauben µ5 = 0.16 - 12.9 (1100 N/mm²),Montagezugspannung Schaftschrauben µ5 = 0.16 - 8.8 (640 N/mm²),Montagezugspannung Schaftschrauben µ5 = 0.16 - 8.8 (660 N/mm²),"Vorspannkraft Schaftschrauben F_sp, µ1 = 0.08 - 10.9 (940 N/mm²)","Vorspannkraft Schaftschrauben F_sp, µ1 = 0.08 - 12.9 (1100 N/mm²)","Vorspannkraft Schaftschrauben F_sp, µ1 = 0.08 - 8.8 (640 N/mm²)","Vorspannkraft Schaftschrauben F_sp, µ1 = 0.08 - 8.8 (660 N/mm²)","Vorspannkraft Schaftschrauben F_sp, µ2 = 0.10 - 10.9 (940 N/mm²)","Vorspannkraft Schaftschrauben F_sp, µ2 = 0.10 - 12.9 (1100 N/mm²)","Vorspannkraft Schaftschrauben F_sp, µ2 = 0.10 - 8.8 (640 N/mm²)","Vorspannkraft Schaftschrauben F_sp, µ2 = 0.10 - 8.8 (660 N/mm²)","Vorspannkraft Schaftschrauben F_sp, µ3 = 0.12 - 10.9 (940 N/mm²)","Vorspannkraft Schaftschrauben F_sp, µ3 = 0.12 - 12.9 (1100 N/mm²)","Vorspannkraft Schaftschrauben F_sp, µ3 = 0.12 - 8.8 (640 N/mm²)","Vorspannkraft Schaftschrauben F_sp, µ3 = 0.12 - 8.8 (660 N/mm²)","Vorspannkraft Schaftschrauben F_sp, µ4 = 0.14 - 10.9 (940 N/mm²)","Vorspannkraft Schaftschrauben F_sp, µ4 = 0.14 - 12.9 (1100 N/mm²)","Vorspannkraft Schaftschrauben F_sp, µ4 = 0.14 - 8.8 (640 N/mm²)","Vorspannkraft Schaftschrauben F_sp, µ4 = 0.14 - 8.8 (660 N/mm²)","Vorspannkraft Schaftschrauben F_sp, µ5 = 0.16 - 10.9 (940 N/mm²)","Vorspannkraft Schaftschrauben F_sp, µ5 = 0.16 - 12.9 (1100 N/mm²)","Vorspannkraft Schaftschrauben F_sp, µ5 = 0.16 - 8.8 (640 N/mm²)","Vorspannkraft Schaftschrauben F_sp, µ5 = 0.16 - 8.8 (660 N/mm²)",Montagezugspannung Dehnschrauben µ1 = 0.08 - 10.9 (940) N/mm²,Montagezugspannung Dehnschrauben µ1 = 0.08 - 12.9 (1100) N/mm²,Montagezugspannung Dehnschrauben µ1 = 0.08 - 8.8 (640) N/mm²,Montagezugspannung Dehnschrauben µ1 = 0.08 - 8.8 (660) N/mm²,Montagezugspannung Dehnschrauben µ2 = 0.10 - 10.9 (940) N/mm²,Montagezugspannung Dehnschrauben µ2 = 0.10 - 12.9 (1100) N/mm²,Montagezugspannung Dehnschrauben µ2 = 0.10 - 8.8 (640) N/mm²,Montagezugspannung Dehnschrauben µ2 = 0.10 - 8.8 (660) N/mm²,Montagezugspannung Dehnschrauben µ3 = 0.12 - 10.9 (940) N/mm²,Montagezugspannung Dehnschrauben µ3 = 0.12 - 12.9 (1100) N/mm²,Montagezugspannung Dehnschrauben µ3 = 0.12 - 8.8 (640) N/mm²,Montagezugspannung Dehnschrauben µ3 = 0.12 - 8.8 (660) N/mm²,Montagezugspannung Dehnschrauben µ4 = 0.14 - 10.9 (940) N/mm²,Montagezugspannung Dehnschrauben µ4 = 0.14 - 12.9 (1100) N/mm²,Montagezugspannung Dehnschrauben µ4 = 0.14 - 8.8 (640) N/mm²,Montagezugspannung Dehnschrauben µ4 = 0.14 - 8.8 (660) N/mm²,Montagezugspannung Dehnschrauben µ5 = 0.16 - 10.9 (940) N/mm²,Montagezugspannung Dehnschrauben µ5 = 0.16 - 12.9 (1100) N/mm²,Montagezugspannung Dehnschrauben µ5 = 0.16 - 8.8 (640) N/mm²,Montagezugspannung Dehnschrauben µ5 = 0.16 - 8.8 (660) N/mm²,"Vorspannkraft Dehnschrauben F_sp, µ1 = 0.08 - 10.9 (940) N/mm²","Vorspannkraft Dehnschrauben F_sp, µ1 = 0.08 - 12.9 (1100) N/mm²","Vorspannkraft Dehnschrauben F_sp, µ1 = 0.08 - 8.8 (640) N/mm²","Vorspannkraft Dehnschrauben F_sp, µ1 = 0.08 - 8.8 (660) N/mm²","Vorspannkraft Dehnschrauben F_sp, µ2 = 0.10 - 10.9 (940) N/mm²","Vorspannkraft Dehnschrauben F_sp, µ2 = 0.10 - 12.9 (1100) N/mm²","Vorspannkraft Dehnschrauben F_sp, µ2 = 0.10 - 8.8 (640) N/mm²","Vorspannkraft Dehnschrauben F_sp, µ2 = 0.10 - 8.8 (660) N/mm²","Vorspannkraft Dehnschrauben F_sp, µ3 = 0.12 - 10.9 (940) N/mm²","Vorspannkraft Dehnschrauben F_sp, µ3 = 0.12 - 12.9 (1100) N/mm²","Vorspannkraft Dehnschrauben F_sp, µ3 = 0.12 - 8.8 (640) N/mm²","Vorspannkraft Dehnschrauben F_sp, µ3 = 0.12 - 8.8 (660) N/mm²","Vorspannkraft Dehnschrauben F_sp, µ4 = 0.14 - 10.9 (940) N/mm²","Vorspannkraft Dehnschrauben F_sp, µ4 = 0.14 - 12.9 (1100) N/mm²","Vorspannkraft Dehnschrauben F_sp, µ4 = 0.14 - 8.8 (640) N/mm²","Vorspannkraft Dehnschrauben F_sp, µ4 = 0.14 - 8.8 (660) N/mm²","Vorspannkraft Dehnschrauben F_sp, µ5 = 0.16 - 10.9 (940) N/mm²","Vorspannkraft Dehnschrauben F_sp, µ5 = 0.16 - 12.9 (1100) N/mm²","Vorspannkraft Dehnschrauben F_sp, µ5 = 0.16 - 8.8 (640) N/mm²","Vorspannkraft Dehnschrauben F_sp, µ5 = 0.16 - 8.8 (660) N/mm²"
M2.5,2.5,0.45,Regelgewinde,Reihe 1,2.208,1.948,3.391,776.1,908.2,528.4000000000001,,757.4,886.4,515.7,,737.8,863.3,502.30000000000007,,717.4,839.5,488.5,,696.8,815.4,474.4,,2631.8,3079.7,1791.8000000000002,,2568.3,3005.8,1748.7,,2501.9,2927.5,1703.3000000000002,,2432.7,2846.7,1656.5,,2362.8,2765.0,1608.7,,752.383292857094,880.4485341944718,512.2609653495108,,728.7438572390614,852.7853648542208,496.1660304606375,,704.3995593546009,824.2973566915543,479.5911893478134,,679.8250711316932,795.5399768562368,462.8596228981741,,655.4003581647327,766.9578659374531,446.2300310908818,,1816.3182578034032,2125.4788123231315,1236.6422180789127,,1759.2506183105684,2058.697532065559,1197.7876550199612,,1700.4813804224686,1989.9250196433145,1157.7745568833827,,1641.1564431741347,1920.5022207356894,1117.3831102462193,,1582.193076330841,1851.5025361318353,1077.237839203977,
M2.5x0.2,2.5,0.2,Feingewinde,Reihe 1,2.37,2.255,4.2,806.4,943.6,549.0,,791.2,925.8,538.7,,774.3,906.1,527.2,,756.2,884.9,514.9000000000001,,737.2,862.6,501.9,,3386.9,3963.1,2305.8,,3323.0,3888.4,2262.5,,3252.1,3805.6,2214.2000000000003,,3176.0,3716.6,2162.6000000000004,,3096.2,3622.9,2108.0,,795.6061628340298,931.0284884228008,541.6893023550841,,776.7599486030246,908.9744079397096,528.8578373467402,,756.212340256006,884.9293343421347,514.8679763445148,,734.4838889416463,859.502423229586,500.0741371517592,,712.0406498981058,833.2390583914004,484.79363397317843,,2573.7486464068047,3011.833522390942,1752.339503936548,,2512.7820266986805,2940.489605711222,1710.8303160501657,,2446.3114767702377,2862.7049196247463,1665.5737714180343,,2376.020955189002,2780.4500539445767,1617.7163950222994,,2303.4181288062373,2695.489299666873,1568.2846834425445,
M2.5x0.25,2.5,0.25,Feingewinde,Reihe 1,2.338,2.193,4.031,801.3,937.7,545.6,,785.3,919.0,534.7,,767.9,898.6,522.8,,749.2,876.8,510.1,,729.8,854.1,496.9,,3230.0,3779.9,2199.3,,3165.5,3704.5,2155.4,,3095.4,3622.3,2107.4,,3020.0,3534.4,2056.2000000000003,,2941.8,3442.9,2003.0,,788.5060921348884,922.7198950514652,536.855211666307,,768.639168044597,899.4713668606986,523.3287952644065,,747.2431842995267,874.4335135419993,508.7613169698905,,724.8402560530168,848.2173209131048,493.5082594403519,,701.8881785413668,821.3585068037271,477.8813130494412,,2412.4438658278846,2823.0726089475247,1642.51497247856,,2351.660772795938,2751.9434575271616,1601.130738924894,,2286.199503372647,2675.3398443722467,1556.5613639983983,,2217.657475144881,2595.1310879354996,1509.8944511624725,,2147.435318140273,2512.9562233556385,1462.0836208614624,
M2.5x0.35,2.5,0.35,Feingewinde,Reihe 1,2.273,2.071,3.705,789.7,924.2,537.7,,772.4,903.9,525.9000000000001,,753.8,882.1,513.2,,734.2,859.2,499.9,,714.1,835.7,486.2000000000001,,2925.8,3424.2,1992.2000000000005,,2861.7,3348.9,1948.5,,2792.8,3268.2,1901.4,,2720.2,3183.3,1852.1,,2645.7,3096.3,1801.4,,772.1662477206125,903.5988005241211,525.7302112140341,,750.3506010563706,878.0698523000082,510.87700497455023,,727.392769233914,851.2043044226654,495.2461407550053,,703.8018239826913,823.5978791286813,479.18422058396,,680.005242739438,795.7508159716829,462.9822929289791,,2106.909649702074,2465.5325688002995,1434.4916763929016,,2047.3841309332029,2395.8750468367266,1393.9636636140956,,1984.7420800202594,2322.5705191726443,1351.3137566095384,,1920.3725348062364,2247.244455624319,1307.487683272331,,1855.441897395793,2171.2617948248644,1263.2795897162848,
M3.0,3.0,0.5,Regelgewinde,Reihe 1,2.675,2.387,5.031,780.9,913.8,531.7,,762.7,892.5,519.3,,743.3,869.8,506.1,,723.2,846.4,492.4,,702.8,822.4,478.5,,3928.7,4597.3,2675.0,,3837.1,4490.2,2612.6000000000004,,3739.5,4376.0,2546.2000000000003,,3638.4,4258.2,2477.3,,3535.8,4137.5,2407.3,,759.4149643979845,888.6770859976414,517.0484863986277,,736.3712146125825,861.710995823235,501.3591248426094,,712.4715643698511,833.7433200072725,485.0870225496858,,688.2044336803375,805.3456138812461,468.5647208036341,,663.9674037829875,776.9831320864748,452.06291321394895,,2752.7000388431998,3221.244726305872,1874.1787498506892,,2669.1718837460007,3123.4990128942563,1817.3085165930217,,2582.541291466773,3022.1227878866493,1758.325985679505,,2494.578669286169,2919.187804483815,1698.4365407905832,,2406.7251553739584,2816.380500969526,1638.6213823822695,
M3.0x0.2,3.0,0.2,Feingewinde,Reihe 1,2.87,2.755,6.213,809.5,947.3,551.2,,794.8,930.1,541.1,,778.4,910.8,529.9000000000001,,760.6,890.0,517.8,,741.8,868.1,505.1,,5029.4,5885.6,3424.6000000000004,,4938.1,5778.7,3361.9,,4836.2,5658.8,3292.3,,4725.6,5529.6,3217.1000000000004,,4608.8,5393.5,3138.2000000000003,,799.9226724476734,936.0797230770647,544.6282025175649,,781.7499501268153,914.8137714249966,532.2552851927253,,761.7691290725301,891.4319595529607,518.6513219217226,,740.4977825684139,866.5399583247396,504.16870302530305,,718.4055947477358,840.6873981090525,489.12721344526693,,3862.478837317369,4519.922043669262,2629.7728254075705,,3774.730661401839,4417.238008023429,2570.0293864863584,,3678.2519627318115,4304.3374031968015,2504.341761859957,,3575.5418776907254,4184.144750489147,2434.4114911936854,,3468.868306773792,4059.3139760118847,2361.782676952369,
M3.0x0.25,3.0,0.25,Feingewinde,Reihe 1,2.838,2.693,6.007,805.6,942.7,548.5,,790.2,924.7,538.0,,773.2,904.9,526.5,,755.0,883.6,514.1,,735.9,861.2,501.1,,4839.2,5662.8,3294.8,,4746.7,5554.7,3231.8,,4644.6,5435.7,3162.7000000000003,,4535.3,5307.8,3088.2000000000003,,4420.6,5173.2,3010.1000000000004,,794.4414061919753,929.6654753310348,540.8962765562385,,775.4138931726538,907.3992366914035,527.9413740749984,,754.7125745418406,883.174289357473,513.8468592625297,,732.8590330499637,857.6009961222979,498.967852289337,,710.3185709151699,831.2238595815817,483.6211546656475,,3665.299591993374,4289.180373609267,2495.523126463574,,3577.5127078219384,4186.451041068226,2435.75333298515,,3482.003417722186,4074.684850525962,2370.725731215105,,3381.17813836303,3956.6978214886517,2302.0787325024885,,3277.18362596467,3835.0021154905708,2231.273958103605,
M3.0x0.35,3.0,0.35,Feingewinde,Reihe 1,2.773,2.571,5.607,796.7,932.3,542.4000000000001,,780.2,913.0,531.2,,762.2,891.9,519.0,,743.2,869.7,506.0,,723.5,846.6,492.6,,4467.1,5227.4,3041.2000000000003,,4374.6,5119.2,2978.4,,4273.7,5000.9,2910.0,,4167.1,4876.4,2837.1000000000004,,4056.7,4746.9,2762.0,,782.0990785196299,915.2223259272264,532.4929896303863,,761.4144235903199,891.0168786695233,518.4098203168136,,739.3551813300544,865.2028717692125,503.39076175663274,,716.4402955387794,838.3875798858057,487.78913738810513,,693.1168716226755,811.0942114733436,471.90935940267264,,3288.825474458031,3848.6255552168445,2239.200323035255,,3201.8438861525524,3746.838590178519,2179.9788161038655,,3109.081984386699,3638.287428537626,2116.82177660371,,3012.7219934284053,3525.525736990687,2051.214974249127,,2914.644048020187,3410.753673215112,1984.4385007797014,
M3.5x0.75,3.5,0.75,Feingewinde,Reihe 2,3.013,2.58,6.142,762.7,892.5,519.3,,743.0,869.4,505.80000000000007,,722.5,845.5,491.9,,701.6,821.0,477.7000000000001,,680.6,796.4,463.4,,4684.5,5481.7,3189.5,,4563.5,5339.9,3106.6000000000004,,4437.6,5193.1,3021.2000000000003,,4309.2,5042.6,2934.0,,4180.2,4891.5,2846.2000000000003,,732.4231174027773,857.0908820670799,498.6710586572101,,707.4110620639728,827.8214556067767,481.64157417121555,,682.0976964722295,798.1994320419707,464.4069422789648,,656.9096123258304,768.7240144238441,447.25760839205475,,632.1725681696214,739.7764095601952,430.4153655622954,,3101.53263748345,3629.453086416803,2111.681795733413,,2995.6161199396934,3505.508225461343,2039.5684220865996,,2888.4236683609593,3380.0702502096333,1966.586327394696,,2781.7617359348487,3255.2530952429083,1893.9654372322375,,2677.0097858907056,3132.671026042315,1822.6449606064377,
M3.5x0.5,3.5,0.5,Feingewinde,Reihe 2,3.175,2.887,7.215,788.8,923.1,537.1,,771.4,902.7,525.2,,752.7,880.8,512.5,,733.1,857.9,499.1,,713.0,834.3,485.4,,5691.2,6660.2,3875.2,,5565.7,6513.0,3789.3,,5430.7,6355.0,3697.7,,5289.3,6189.7,3601.0,,5144.3,6019.5,3502.2000000000003,,770.8852520904703,902.0997630845928,524.8580439764904,,748.9387928178843,876.4177362762476,509.91577383345316,,725.8797948602346,849.4338024960192,494.21603054313846,,702.215419319714,821.7414481400908,478.1041152815074,,678.3701936969081,793.8374607091479,461.86906804895875,,4087.504136893582,4783.249521896744,2782.9815400126517,,3971.1363080583587,4647.074403047016,2703.7523799546275,,3848.8694086866058,4503.996116548155,2620.5068314461996,,3723.3925849225297,4357.1615355476415,2535.075802500446,,3596.9568305556254,4209.2048017140305,2448.9918846336177,
M3.5x0.35,3.5,0.35,Feingewinde,Reihe 2,3.273,3.071,7.902,801.3,937.7,545.6,,785.3,919.0,534.7,,767.9,898.6,522.8,,749.3,876.8,510.1,,729.9,854.1,496.9,,6331.9,7409.7,4311.3,,6205.4,7261.9,4225.200000000001,,6067.9,7100.7,4131.200000000001,,5921.0,6928.5,4030.8,,5767.7,6749.1,3926.5,,788.5376813215574,922.7568611209714,536.8767191976561,,768.6804397814508,899.5196635740382,523.3568951703495,,747.2940320373707,874.4930162139444,508.7959367062949,,724.9001926220582,848.2874594513446,493.54906731714595,,701.9564499096908,821.4383988304893,477.9277956831938,,4731.0439728367655,5536.328053319619,3221.136321931415,,4611.905109684359,5396.910234737015,3140.0205002106272,,4483.591602473535,5246.756130554137,3052.658112322407,,4349.233737904619,5089.5288422288095,2961.180417296762,,4211.5765805551555,4928.440679373054,2867.4563952715953,
M3.5,3.5,0.6,Regelgewinde,Reihe 2,3.11,2.764,6.775,779.2,911.9,530.5,,760.8,890.3,518.0,,741.4,867.5,504.80000000000007,,721.2,843.9,491.0,,700.6,819.9,477.0,,5279.1,6178.1,3594.1000000000004,,5154.4,6031.8,3509.4,,5023.0,5877.3,3420.0,,4886.1,5717.4,3326.5,,4746.6,5554.8,3231.7000000000003,,756.9456807648634,885.7874987673933,515.3672720101198,,733.6859015918592,858.5686082457927,499.53082661573393,,709.6237734919582,830.4107987671852,483.14810110090775,,685.2430966029452,801.8802194289785,466.54849130413294,,660.9353698745758,773.4350073000355,449.99854970183884,,3678.8806002056385,4305.073042793832,2504.7697703527756,,3565.83424491345,4172.784754685952,2427.8020390900087,,3448.8883417715747,4035.9331659029067,2348.1792965253276,,3330.3942390821453,3897.269854245064,2267.5024606516736,,3212.2546861808887,3759.0214412755076,2187.067020378477,
M3.5x0.2,3.5,0.2,Feingewinde,Reihe 2,3.37,3.255,8.618,811.7,949.8,552.6,,797.3,933.0,542.8,,781.1,914.1,531.8,,763.6,893.6,519.9000000000001,,745.0,871.9,507.30000000000007,,6995.2,8185.4,4762.3,,6871.1,8040.6,4677.9,,6731.5,7877.7,4583.1,,6580.7,7701.0,4480.5,,6420.4,7514.0,4371.9,,802.8285234730513,939.4801870429325,546.6066542795243,,785.1373523216444,918.7777527168179,534.5616015806941,,765.5658652569351,895.874948704924,521.2363337919558,,744.6284391221837,871.373705355747,506.9810649342528,,722.796328893219,845.8254912580222,492.1166494592129,,5411.275932157966,6332.344175929536,3684.2729750862745,,5292.032773918946,6192.80430990515,3603.086143944815,,5160.1157906363305,6038.433372021237,3513.2703255396286,,5018.992017860813,5873.288531539249,3417.186054713745,,4871.837838386542,5701.086832154464,3316.995975071688,
M3.5x0.25,3.5,0.25,Feingewinde,Reihe 2,3.338,3.193,8.375,808.4,946.0,550.4000000000001,,793.5,928.6,540.3,,776.9,909.1,529.0,,759.0,888.2,516.8,,740.1,866.1,503.9,,6770.4,7922.8,4609.6,,6645.6,7777.0,4525.0,,6506.5,7613.7,4430.4,,6356.6,7438.7,4328.200000000001,,6198.3,7253.6,4220.200000000001,,798.3840283167177,934.2791820727548,543.5806150241483,,779.9594987634799,912.7185623827957,531.0362544772629,,759.7640287060319,889.0855655070586,517.2861472041068,,738.3169634987371,863.9879360091604,502.68389004169336,,716.0872648818802,837.9744589043279,487.54877608979075,,5178.268645499939,6059.676074521206,3525.6297160850654,,5058.768304423765,5919.835249857597,3444.2677817353288,,4927.781754504795,5766.553116973696,3355.0854498756044,,4788.677437081162,5603.771468924763,3260.376127374408,,4644.497008535666,5435.049690839609,3162.2107292157725,
M4.0,4.0,0.7,Regelgewinde,Reihe 1,3.545,3.141,8.777,777.9,910.4,529.7,,759.4,888.7,517.1,,739.9,865.8,503.7,,719.6,842.1,490.0,,699.0,818.0,475.9,,6827.6,7990.6,4649.200000000001,,6665.3,7800.1,4538.6,,6494.1,7599.1,4421.0,,6315.9,7391.1,4300.700000000001,,6135.1,7179.6,4177.0,,755.0581867284008,883.5787291502561,514.0821696874218,,731.6383360489482,856.1725209083437,498.13673943758175,,707.4566988430507,827.8748603482509,481.6726460208005,,682.9933883242943,799.247582081621,465.01677502930676,,658.6351756457366,770.7432906492662,448.43246001411853,,4739.048941579178,5545.69556993308,3226.5865134156106,,4592.056536854316,5373.683181425264,3126.506578283789,,4440.282853420986,5196.075679535196,3023.171304456842,,4286.741274958322,5016.39936431293,2918.632357418432,,4133.859332821852,4837.494963940465,2814.5425244744524,
M4.0x0.2,4.0,0.2,Feingewinde,Reihe 1,3.87,3.755,11.416,813.2,951.6,553.7,,799.1,935.1,544.1,,783.2,916.5,533.2,,765.8,896.2,521.4000000000001,,747.4,874.6,508.9,,9283.5,10863.5,6321.0,,9122.5,10675.1,6211.4,,8941.0,10462.8,6087.0,,8742.4,10231.0,5952.3,,8532.3,9984.4,5809.6,,804.914632588319,941.9213785607989,548.0269838899193,,787.5843798956417,921.6412956225595,536.227662907671,,768.3218321744189,899.1000163743199,523.1127367996044,,747.6384216640688,874.89602535157,509.0304147500043,,726.006045197327,849.5815422521912,494.30198821945663,,7220.123154613973,8449.080287314224,4915.828530801003,,7064.669950415972,8267.166963252734,4809.988051347045,,6891.883966427046,8064.970599010373,4692.346530333309,,6706.352774551517,7847.8596297943295,4566.027420971246,,6512.309312185076,7620.787492982537,4433.912723189839,
M4.0x0.25,4.0,0.25,Feingewinde,Reihe 1,3.838,3.693,11.136,810.5,948.4,551.8,,795.9,931.3,541.9000000000001,,779.6,912.3,530.8,,761.9,891.6,518.7,,743.2,869.7,506.0,,9025.7,10561.4,6144.8,,8863.1,10371.0,6034.6,,8681.6,10159.4,5911.0,,8484.5,9928.9,5776.200000000001,,8276.3,9685.0,5634.8,,801.1861941601162,937.5583123150296,545.4884726196536,,783.214637168571,916.5277668993916,533.2525189232824,,763.4027319063931,893.3436224436515,519.7635621490336,,742.2672024006245,868.6105560007308,505.37341440042513,,720.2788628956075,842.8795204097536,490.40263005658386,,6951.315055965024,8134.517618682476,4732.810250869804,,6795.388811098284,7952.0507363916095,4626.6477011733,,6623.495190938365,7750.898627693832,4509.613747021866,,6440.117437377274,7536.307639484044,4384.76080842708,,6249.340466217498,7313.05799238218,4254.870104658722,
M4.0x0.35,4.0,0.35,Feingewinde,Reihe 1,3.773,3.571,10.59,804.5,941.5,547.8,,789.0,923.3,537.2,,771.9,903.3,525.6,,753.6,881.9,513.1,,734.5,859.5,500.1,,8519.7,9970.5,5801.200000000001,,8355.5,9777.7,5688.9,,8174.4,9565.9,5566.1,,7980.6,9339.3,5433.700000000001,,7778.4,9102.1,5296.1,,793.0293800061233,928.0131042624847,539.9348970254457,,773.7996021859092,905.5101727707448,526.8422823393424,,752.9312509123071,881.0897617058913,512.6340431743367,,730.9459920463336,855.36233111805,497.6653562868654,,708.3072681230932,828.8702073780878,482.2517570199783,,6433.449227983551,7528.5044157254315,4380.2207509675245,,6277.447694634563,7345.949429891511,4274.006941027788,,6108.153237486697,7147.838894931243,4158.742629778178,,5929.797869773558,6939.125166756291,4037.3091879309327,,5746.141268116026,6724.207866944286,3912.266395313039,
M4.0x0.5,4.0,0.5,Feingewinde,Reihe 1,3.675,3.387,9.792,794.3,929.5,540.8,,777.5,909.8,529.3,,759.3,888.5,516.9000000000001,,740.1,866.0,503.9,,720.2,842.8,490.4,,7777.8,9101.7,5295.5,,7613.3,8908.8,5182.9,,7435.1,8700.2,5061.5,,7247.1,8479.9,4934.200000000001,,7052.2,8252.7,4802.0,,778.6889868121341,911.2317930780292,530.1712250635807,,757.6002392936834,886.5534715138848,515.8129288808058,,735.217841431484,860.3613038028003,500.57384948526567,,712.0578534997466,833.2591902656609,484.8053470636572,,688.5609243179235,805.7627837762935,468.80743783347987,,5682.890996715665,6650.19159190131,3869.2023807425808,,5528.984808963806,6470.088606234241,3764.4151890817407,,5365.637529818726,6278.937534894253,3653.200020302111,,5196.615379601688,6081.145656980699,3538.121109516043,,5025.134224019269,5880.476219597017,3421.367982310992,
M4.0x0.75,4.0,0.75,Feingewinde,Reihe 1,3.513,3.08,8.535,773.3,905.0,526.5,,754.4,882.8,513.6,,734.5,859.6,500.1,,714.1,835.6,486.2000000000001,,693.3,811.4,472.1,,6600.1,7724.2,4493.700000000001,,6438.8,7534.7,4383.6,,6269.0,7336.7,4268.4,,6094.8,7131.8,4149.700000000001,,5917.3,6925.3,4029.400000000001,,748.2730932098716,875.6387260966582,509.46253154714657,,724.3182117909963,847.6064180532935,493.15282504918895,,699.7448230128298,818.8503248022477,476.4220071576714,,675.0184731535851,789.9152345414294,459.5870455513771,,650.5082423081601,761.2330495095491,442.8992288055558,,4515.818330989021,5284.468259668002,3074.5997147159287,,4371.250934927802,5115.293647255938,2976.170849312545,,4222.950855042608,4941.751000581776,2875.20058215667,,4073.72765703366,4767.128109294709,2773.6018090441944,,3925.8087344465307,4594.0314977565795,2672.8910532401915,
M4.5x0.75,4.5,0.75,Feingewinde,Reihe 2,4.013,3.58,11.32,780.9,913.8,531.7,,762.7,892.5,519.3,,743.3,869.8,506.1,,723.2,846.3,492.4,,702.7,822.4,478.5,,8839.8,10344.2,6018.8,,8633.8,10103.1,5878.5,,8414.2,9846.1,5729.1,,8186.6,9580.1,5574.0,,7954.6,9309.6,5416.6,,759.3831813860705,888.6398931113591,517.0268469011544,,736.3316045310706,861.664643600189,501.33215627647365,,712.4245671519072,833.6883232628702,485.0550244438517,,688.1507132482159,805.2827495457846,468.5281451902747,,663.9077518119025,776.9133265883966,452.0222991059762,,6191.5862599382845,7245.473282906503,4215.5480918728745,,6003.636579166033,7025.532167109188,4087.5823517726185,,5808.711951150859,6797.428879006325,3954.8677114218617,,5610.796506103051,6565.82569863123,3820.116770112716,,5413.132940977318,6334.517271356436,3685.5373215164723,
M4.5x0.5,4.5,0.5,Feingewinde,Reihe 2,4.175,3.887,12.762,798.3,934.2,543.5,,781.9,915.0,532.4000000000001,,764.1,894.2,520.3,,745.3,872.1,507.4,,725.7,849.2,494.1,,10187.9,11922.3,6936.1,,9978.6,11677.2,6794.5,,9751.4,11411.8,6640.1,,9511.5,11129.7,6475.4,,9261.4,10837.5,6305.700000000001,,784.3133137386334,917.813452247337,534.0005540348142,,763.9066808361813,893.9333499146802,520.1066763139958,,742.0728949573372,868.3831749500755,505.24111997095304,,719.3320430251587,841.7715397102921,489.75798674053357,,696.1349117330025,814.6259605386199,473.96419522246975,,7538.649793921348,8821.824226929237,5132.6977320315555,,7342.505655819971,8592.293852555285,4999.152786941257,,7132.644032240645,8346.711101558203,4856.268277270227,,6914.063886106286,8090.925824166932,4707.447752242578,,6691.098081533121,7830.00839328344,4555.641247001274,
M4.5x0.35,4.5,0.35,Feingewinde,Reihe 2,4.273,4.071,13.67,806.9,944.3,549.4000000000001,,791.8,926.5,539.1,,775.0,906.9,527.6,,756.9,885.8,515.4000000000001,,737.9,863.5,502.4,,11030.3,12908.6,7510.3,,10823.9,12665.3,7369.5,,10594.2,12397.3,7212.3,,10346.8,12108.9,7045.5,,10087.1,11804.0,6867.8,,796.3323832805672,931.8783208602382,542.183750318684,,777.5932130981688,909.9495046893466,529.4251663647107,,757.1343161740691,886.0082423313575,515.4957046291535,,735.4761054511878,860.6635276556453,500.74968881783,,713.0855338050832,834.4617948782889,485.5050442928226,,8395.981672710439,9825.084936150513,5716.413053760298,,8198.408733675777,9593.88256068442,5581.895308034571,,7982.704177104838,9341.462334909917,5435.032631220315,,7754.354879611878,9074.24507188624,5279.560769097449,,7518.2840715809925,8797.991998658608,5118.831708310463,
